TRANSACTION_DATE,Revised_Company_Name,REPORTER_NAME,BUYER_NAME,BUYER_STATE,QUANTITY,REPORTER_DEA_NO,BUYER_DEA_NO,DRUG_NAME,TRANSACTION_CODE,UNIT,ACTION_INDICATOR,ORDER_FORM_NO,CORRECTION_NO,STRENGTH,TRANSACTION_ID
12/04/2012,IMPAX LABORATORIES INC,MORRIS & DICKSON CO LLC,HARRIS TEETER PHARMACY #6758 (NC),NC,655,R683340,B283398,MORPHINE,T,GM,S,OF6838462,0,40,39036
09/10/2012,CADISTA PHARMACEUTICALS INC,AMERISOURCEBERGEN DRUG CORP,FAMILY CARE PHARMACY #5612 (LA),LA,124,R703236,B130404,BUPRENORPHINE,S,GM,S,OF9184762,0,10,44561
09/30/2012,TEVA PHARMACEUTICALS USA INC,GULF COAST MEDICAL SUPPLY,GOOD NEIGHBOR PHARMACY #8533 (OH),OH,719,R807726,B761819,OXYCODONE,P,ML,T,OF6371114,0,80,13121
05/16/2009,JANSSEN PHARMACEUTICALS INC,DAKOTA DRUG INC,VILLAGE PHARMACY #9397 (NC),NC,127,R186027,B418175,OXYCODONE,S,GM,S,OF7152001,0,40,24950
01/02/2014,VINTAGE PHARMACEUTICALS LLC,PRESCRIPTION SUPPLY INC,HOMETOWN PHARMACY #6387 (NC),NC,2458,R469603,B119829,HYDROCODONE,S,GM,S,OF8631771,0,40,24345
06/23/2010,MYLAN PHARMACEUTICALS INC,HD SMITH WHOLESALE DRUG CO,HOMETOWN PHARMACY #4342 (MI),MI,172,R624185,B198974,OXYCODONE,P,GM,S,OF7505064,0,10,45617
07/03/2010,PAR PHARMACEUTICAL INC,MIAMI-LUKEN INC,PEOPLES PHARMACY #6526 (WA),WA,133,R265666,B905931,OXYMORPHONE,P,GM,T,OF3593556,0,40,10551
12/04/2013,QUALITEST PHARMACEUTICALS,DIRECT RX,WALMART PHARMACY #2083 (MI),MI,88,R580440,B862407,CODEINE,T,MCG,T,OF6003325,0,20,15834
07/11/2013,JANSSEN PHARMACEUTICALS INC,HENRY SCHEIN INC,COMMUNITY PHARMACY #7816 (UT),UT,68,R449945,B807998,OXYCODONE,T,ML,S,OF1104951,0,20,7876
03/04/2012,VINTAGE PHARMACEUTICALS LLC,MCKESSON CORPORATION,CVS PHARMACY #7950 (GA),GA,2052,R853402,B573530,CODEINE,P,MCG,T,OF6232953,0,10,26638
11/05/2010,HIKMA PHARMACEUTICALS,BURLINGTON DRUG COMPANY INC,MEDICO PHARMACY #9307 (VA),VA,134,R882321,B828494,BUPRENORPHINE,X,MCG,T,OF3506591,0,30,40863
09/06/2007,PAR PHARMACEUTICAL INC,DAKOTA DRUG INC,HOMETOWN PHARMACY #5198 (UT),UT,126,R150079,B429979,OXYCODONE,S,ML,T,OF2370757,0,80,1552
01/12/2011,CADISTA PHARMACEUTICALS INC,DIRECT RX,HOMETOWN PHARMACY #5569 (NC),NC,175,R623729,B437401,CODEINE,X,GM,T,OF3236518,0,10,16542
03/13/2011,MALLINCKRODT LLC,HENRY SCHEIN INC,CVS PHARMACY #8273 (OR),OR,31,R363019,B442508,HYDROCODONE,P,GM,T,OF7139472,0,10,36420
12/12/2008,IMPAX LABORATORIES INC,PENN PHARMACEUTICAL SERVICES INC,PEOPLES PHARMACY #2660 (NC),NC,202,R876672,B312580,HYDROCODONE,S,ML,T,OF6805587,0,20,10328
03/19/2012,SUN PHARMA GLOBAL INC,DAKOTA DRUG INC,QUALITY CARE PHARMACY #3706 (PA),PA,554,R264479,B144340,HYDROCODONE,T,GM,S,OF6632496,0,10,4950
07/01/2011,ENDO PHARMACEUTICALS INC,PRESCRIPTION SUPPLY INC,COMMUNITY PHARMACY #9245 (IN),IN,75,R124576,B429087,METHADONE,T,ML,T,OF4690028,0,80,46711
08/08/2013,SANDOZ INC,AMERISOURCEBERGEN DRUG CORP,PEOPLES PHARMACY #2660 (NC),NC,471,R260191,B958233,OXYMORPHONE,S,MCG,S,OF2046416,0,10,25010
02/21/2012,LANNETT COMPANY INC,MCKESSON CORPORATION,PUBLIX PHARMACY #6343 (IN),IN,236,R446451,B816745,FENTANYL,T,MCG,S,OF1722276,0,15,26027
02/16/2014,LANNETT COMPANY INC,KINRAY LLC,FAMILY CARE PHARMACY #4012 (VA),VA,148,R213363,B685368,METHADONE,X,MCG,S,OF5989454,0,80,30583
10/16/2010,CADISTA PHARMACEUTICALS INC,PRESCRIPTION SUPPLY INC,HOMETOWN PHARMACY #4010 (CA),CA,77,R180962,B684431,METHADONE,P,GM,S,OF8210124,0,5,9688
03/20/2014,RHODES TECHNOLOGIES,MORRIS & DICKSON CO LLC,QUALITY CARE PHARMACY #4985 (TN),TN,560,R914700,B731908,MORPHINE,P,GM,T,OF5503054,0,40,22130
06/11/2008,WATSON LABORATORIES INC,AMERISOURCEBERGEN DRUG CORP,COMMUNITY PHARMACY #5731 (WV),WV,891,R790728,B693370,METHADONE,X,GM,S,OF6746111,0,10,16690
08/09/2013,MYLAN PHARMACEUTICALS INC,PRESCRIPTION SUPPLY INC,VILLAGE PHARMACY #8234 (IN),IN,532,R734171,B633844,OXYMORPHONE,T,MCG,S,OF7910599,0,40,5671
10/08/2013,SUN PHARMA GLOBAL INC,HD SMITH WHOLESALE DRUG CO,PUBLIX PHARMACY #1697 (MI),MI,853,R832675,B729260,CODEINE,X,MCG,S,OF1050373,0,40,21035
06/08/2014,CADISTA PHARMACEUTICALS INC,KINRAY LLC,HARRIS TEETER PHARMACY #4595 (MS),MS,450,R356332,B599717,OXYMORPHONE,S,MCG,S,OF4017161,0,40,49977
05/14/2010,MYLAN PHARMACEUTICALS INC,BELLCO DRUG CORP,CORNER DRUG STORE #2639 (VA),VA,2808,R414257,B965032,BUPRENORPHINE,X,ML,S,OF4690455,0,10,6603
02/15/2012,WATSON LABORATORIES INC,MCKESSON CORPORATION,RITE AID #9491 (IN),IN,289,R202054,B911134,OXYMORPHONE,S,MCG,S,OF8293975,0,40,10219
06/12/2014,TEVA PHARMACEUTICALS USA INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,45435,R273248,B263557,CODEINE,T,ML,T,OF3001293,0,40,48563
02/15/2011,MYLAN PHARMACEUTICALS INC,ANDA INC,WALMART PHARMACY #4084 (VA),VA,1517,R121337,B341307,HYDROCODONE,T,MCG,T,OF9629411,0,80,18270
09/02/2009,TEVA PHARMACEUTICALS USA INC,BELLCO DRUG CORP,HEALTH MART PHARMACY #8974 (OH),OH,592,R843923,B910365,MORPHINE,S,ML,T,OF9328152,0,10,32710
11/24/2013,ENDO PHARMACEUTICALS INC,SMITH DRUG COMPANY,PEOPLES PHARMACY #2660 (NC),NC,508,R490122,B409094,BUPRENORPHINE,X,ML,S,OF4502754,0,20,14954
05/19/2010,ABBOTT LABORATORIES,MORRIS & DICKSON CO LLC,HOMETOWN PHARMACY #1587 (ID),ID,81,R341150,B734567,CODEINE,S,GM,S,OF3388193,0,10,37443
09/01/2011,WATSON LABORATORIES INC,KEYSOURCE MEDICAL INC,WALMART PHARMACY #5438 (AK),AK,306,R560987,B151398,FENTANYL,T,GM,T,OF8079429,0,20,25502
05/06/2011,SUN PHARMA GLOBAL INC,KINRAY LLC,COMMUNITY PHARMACY #2995 (MA),MA,92,R460672,B834955,BUPRENORPHINE,T,ML,T,OF1564130,0,15,8081
11/01/2012,WATSON LABORATORIES INC,AMERISOURCEBERGEN DRUG CORP,CORNER DRUG STORE #1891 (MT),MT,84,R673000,B334440,CODEINE,P,GM,S,OF8358360,0,30,4998
12/25/2013,AMNEAL PHARMACEUTICALS LLC,BURLINGTON DRUG COMPANY INC,QUALITY CARE PHARMACY #7081 (NJ),NJ,129,R256184,B869069,CODEINE,S,ML,S,OF1364716,0,30,34511
12/11/2013,WATSON LABORATORIES INC,BELLCO DRUG CORP,SUNRISE PHARMACY #4402 (PA),PA,386,R792096,B507773,FENTANYL,S,GM,T,OF4585030,0,30,42884
09/16/2014,AMNEAL PHARMACEUTICALS LLC,PENN PHARMACEUTICAL SERVICES INC,HOMETOWN PHARMACY #8469 (NC),NC,874,R302997,B821659,OXYCODONE,P,GM,T,OF6003003,0,5,40550
12/03/2008,VINTAGE PHARMACEUTICALS LLC,DAKOTA DRUG INC,WALMART PHARMACY #1339 (NC),NC,606,R137010,B177743,OXYCODONE,T,ML,T,OF6681763,0,20,47555
01/19/2010,AMNEAL PHARMACEUTICALS LLC,SMITH DRUG COMPANY,HARRIS TEETER PHARMACY #1401 (HI),HI,769,R490009,B719619,FENTANYL,T,MCG,T,OF7009050,0,15,32682
04/05/2010,SANDOZ INC,NATIONAL WHOLESALE DRUG CO INC,HARRIS TEETER PHARMACY #6061 (MI),MI,4325,R860742,B313134,MORPHINE,S,ML,T,OF4541252,0,5,45955
12/06/2011,PURDUE PHARMA LP,MCKESSON CORPORATION,HEALTH MART PHARMACY #1579 (AR),AR,1648,R441902,B536707,METHADONE,T,GM,S,OF4180678,0,15,43450
11/21/2011,JANSSEN PHARMACEUTICALS INC,CARDINAL HEALTH INC,SUNRISE PHARMACY #9537 (KY),KY,1449,R112479,B124388,CODEINE,T,GM,T,OF6895202,0,5,26541
02/22/2014,QUALITEST PHARMACEUTICALS,KINRAY LLC,RITE AID #4372 (LA),LA,39,R941588,B148497,CODEINE,S,MCG,T,OF5122232,0,40,39351
01/20/2008,ENDO PHARMACEUTICALS INC,AMERISOURCEBERGEN DRUG CORP,CVS PHARMACY #3745 (AZ),AZ,193,R224651,B287698,MORPHINE,T,ML,S,OF6937285,0,80,25436
01/26/2012,LANNETT COMPANY INC,HENRY SCHEIN INC,QUALITY CARE PHARMACY #4381 (CO),CO,55,R678271,B789619,FENTANYL,T,ML,S,OF3771101,0,10,18289
07/02/2009,AMNEAL PHARMACEUTICALS LLC,MIAMI-LUKEN INC,GOOD NEIGHBOR PHARMACY #7746 (TN),TN,1247,R571704,B845045,CODEINE,P,ML,T,OF8841696,0,15,1503
07/11/2010,ACTAVIS PHARMA INC,PRESCRIPTION SUPPLY INC,MAIN STREET PHARMACY #2855 (IN),IN,61,R534542,B147078,OXYCODONE,T,ML,S,OF9672764,0,5,5933
09/22/2014,PAR PHARMACEUTICAL INC,CARDINAL HEALTH INC,HEALTH MART PHARMACY #4740 (VA),VA,27,R585442,B790514,CODEINE,P,ML,T,OF3124100,0,80,26589
04/13/2009,MYLAN PHARMACEUTICALS INC,ANDA INC,CVS PHARMACY #4509 (LA),LA,292,R442067,B413831,HYDROCODONE,S,MCG,S,OF3564837,0,10,45766
05/15/2011,IMPAX LABORATORIES INC,BELLCO DRUG CORP,WALGREENS #2082 (LA),LA,153,R321416,B797009,BUPRENORPHINE,T,GM,T,OF7588445,0,30,16325
09/17/2008,PAR PHARMACEUTICAL INC,VALUEDRUGCO,HARRIS TEETER PHARMACY #6061 (MI),MI,485,R510343,B860409,OXYMORPHONE,S,MCG,T,OF6220263,0,30,22314
08/24/2009,TEVA PHARMACEUTICALS USA INC,KINRAY LLC,WALMART PHARMACY #9405 (VA),VA,673,R964864,B287892,MORPHINE,T,ML,S,OF4437583,0,80,32167
09/11/2011,ENDO PHARMACEUTICALS INC,SMITH DRUG COMPANY,GOOD NEIGHBOR PHARMACY #9442 (VA),VA,51,R129348,B513794,CODEINE,T,GM,T,OF4018631,0,20,33649
11/17/2013,TEVA PHARMACEUTICALS USA INC,BURLINGTON DRUG COMPANY INC,PEOPLES PHARMACY #2660 (NC),NC,142,R716122,B727142,FENTANYL,T,ML,S,OF6974676,0,80,48081
04/30/2012,AMNEAL PHARMACEUTICALS LLC,AMERISOURCEBERGEN DRUG CORP,WALGREENS #1373 (PA),PA,291,R190164,B443264,OXYMORPHONE,X,MCG,S,OF9019472,0,20,47015
02/23/2011,LANNETT COMPANY INC,MIAMI-LUKEN INC,QUALITY CARE PHARMACY #3729 (OH),OH,359,R121979,B845132,OXYCODONE,X,GM,T,OF3441949,0,15,15141
07/18/2011,TEVA PHARMACEUTICALS USA INC,BURLINGTON DRUG COMPANY INC,HEALTH MART PHARMACY #9940 (GA),GA,171,R719736,B703420,MORPHINE,X,ML,S,OF4978967,0,20,5299
12/07/2013,MYLAN PHARMACEUTICALS INC,HD SMITH WHOLESALE DRUG CO,MEDICO PHARMACY #9075 (MT),MT,84,R329469,B151567,OXYMORPHONE,P,GM,T,OF1483322,0,30,40171
12/24/2010,VINTAGE PHARMACEUTICALS LLC,PRESCRIPTION SUPPLY INC,HOMETOWN PHARMACY #3746 (TN),TN,295,R526179,B882421,HYDROCODONE,T,MCG,T,OF8166731,0,5,6857
08/30/2009,CADISTA PHARMACEUTICALS INC,HD SMITH WHOLESALE DRUG CO,HOMETOWN PHARMACY #8469 (NC),NC,226,R396184,B662718,MORPHINE,T,ML,T,OF1045293,0,30,10499
06/24/2009,MYLAN PHARMACEUTICALS INC,PRESCRIPTION SUPPLY INC,CVS PHARMACY #4698 (OH),OH,767,R190814,B938923,MORPHINE,S,ML,T,OF1755580,0,30,44750
10/16/2009,TEVA PHARMACEUTICALS USA INC,MORRIS & DICKSON CO LLC,MAIN STREET PHARMACY #4198 (PA),PA,358,R214208,B877690,METHADONE,X,GM,S,OF6923259,0,30,37584
10/01/2012,QUALITEST PHARMACEUTICALS,AMERISOURCEBERGEN DRUG CORP,CVS PHARMACY #9326 (KY),KY,44,R240278,B167959,HYDROCODONE,X,ML,S,OF3033401,0,80,34663
10/10/2011,CADISTA PHARMACEUTICALS INC,MORRIS & DICKSON CO LLC,CORNER DRUG STORE #5731 (IN),IN,369,R412797,B332154,FENTANYL,S,MCG,T,OF3387332,0,15,29121
04/17/2010,VINTAGE PHARMACEUTICALS LLC,DIRECT RX,FAMILY CARE PHARMACY #7641 (AL),AL,447,R147933,B816980,FENTANYL,P,MCG,S,OF1066099,0,40,25484
11/14/2010,MALLINCKRODT LLC,MIAMI-LUKEN INC,GOOD NEIGHBOR PHARMACY #4280 (AL),AL,217,R594813,B242962,CODEINE,P,ML,S,OF2409872,0,80,28729
07/09/2013,RHODES TECHNOLOGIES,HENRY SCHEIN INC,KROGER PHARMACY #6432 (NH),NH,266,R357849,B236304,HYDROCODONE,T,MCG,S,OF9457153,0,5,28678
05/23/2010,VINTAGE PHARMACEUTICALS LLC,KINRAY LLC,MAIN STREET PHARMACY #2855 (IN),IN,326,R286309,B972150,FENTANYL,S,GM,T,OF3698176,0,20,16094
12/20/2012,SANDOZ INC,AMERISOURCEBERGEN DRUG CORP,WALMART PHARMACY #7891 (MA),MA,307,R953456,B426966,METHADONE,P,GM,S,OF6292812,0,80,63
11/24/2012,MALLINCKRODT LLC,KEYSOURCE MEDICAL INC,WALGREENS #4408 (TN),TN,159,R420251,B334278,CODEINE,X,ML,S,OF8768694,0,40,5616
12/03/2012,IMPAX LABORATORIES INC,BELLCO DRUG CORP,PUBLIX PHARMACY #9531 (IA),IA,43,R401957,B262738,HYDROCODONE,X,MCG,S,OF9640847,0,40,38971
03/31/2009,MYLAN PHARMACEUTICALS INC,BELLCO DRUG CORP,MEDICO PHARMACY #9557 (OH),OH,61,R825967,B293515,FENTANYL,T,ML,T,OF8050053,0,15,25311
02/06/2014,CADISTA PHARMACEUTICALS INC,BURLINGTON DRUG COMPANY INC,PEOPLES PHARMACY #4185 (KS),KS,57,R747561,B182215,OXYCODONE,S,GM,S,OF9768416,0,5,21532
01/01/2012,JANSSEN PHARMACEUTICALS INC,PRESCRIPTION SUPPLY INC,WINN-DIXIE PHARMACY #1912 (OH),OH,833,R128214,B980288,HYDROCODONE,X,MCG,T,OF6025494,0,20,23637
10/02/2011,MALLINCKRODT LLC,BURLINGTON DRUG COMPANY INC,SUNRISE PHARMACY #9538 (OH),OH,1142,R583558,B851514,BUPRENORPHINE,X,ML,T,OF2806114,0,80,25602
01/04/2010,QUALITEST PHARMACEUTICALS,MIAMI-LUKEN INC,KROGER PHARMACY #1497 (PA),PA,73,R422915,B370526,HYDROCODONE,T,GM,T,OF1870882,0,80,22065
02/14/2012,TEVA PHARMACEUTICALS USA INC,VALUEDRUGCO,WINN-DIXIE PHARMACY #8378 (VA),VA,51,R621762,B964983,FENTANYL,S,ML,S,OF8566309,0,40,34875
08/15/2011,PURDUE PHARMA LP,PRESCRIPTION SUPPLY INC,WALGREENS #5175 (PA),PA,191,R362250,B736231,METHADONE,X,MCG,S,OF8752218,0,30,33258
05/07/2010,IMPAX LABORATORIES INC,HD SMITH WHOLESALE DRUG CO,VILLAGE PHARMACY #7086 (IN),IN,285,R860397,B699290,FENTANYL,S,MCG,T,OF4548854,0,40,36352
03/09/2012,ACTAVIS PHARMA INC,DAKOTA DRUG INC,HOMETOWN PHARMACY #8152 (WV),WV,264,R673189,B556702,FENTANYL,S,MCG,S,OF6336364,0,30,8223
07/08/2012,PURDUE PHARMA LP,HD SMITH WHOLESALE DRUG CO,QUALITY CARE PHARMACY #6507 (NC),NC,433,R224143,B236951,FENTANYL,P,MCG,T,OF4955692,0,40,7348
12/11/2007,CADISTA PHARMACEUTICALS INC,SMITH DRUG COMPANY,WINN-DIXIE PHARMACY #2866 (PA),PA,301,R923738,B619607,OXYMORPHONE,P,GM,S,OF1142744,0,20,5510
11/16/2007,CADISTA PHARMACEUTICALS INC,NATIONAL WHOLESALE DRUG CO INC,PEOPLES PHARMACY #6983 (AZ),AZ,213,R335609,B198082,BUPRENORPHINE,T,ML,T,OF8867382,0,15,23603
08/24/2011,RHODES TECHNOLOGIES,MIAMI-LUKEN INC,PUBLIX PHARMACY #1973 (TN),TN,93,R808743,B705954,MORPHINE,T,GM,T,OF4638534,0,10,1801
10/10/2011,LANNETT COMPANY INC,HENRY SCHEIN INC,MAIN STREET PHARMACY #2094 (KY),KY,356,R498232,B253290,HYDROCODONE,X,ML,S,OF2130926,0,40,41163
05/16/2013,ACTAVIS PHARMA INC,KEYSOURCE MEDICAL INC,FAMILY CARE PHARMACY #6977 (NC),NC,27,R929550,B746424,METHADONE,S,ML,S,OF2867837,0,80,22666
03/28/2012,IMPAX LABORATORIES INC,BURLINGTON DRUG COMPANY INC,CVS PHARMACY #1738 (DE),DE,1134,R917591,B119739,FENTANYL,T,GM,S,OF5569237,0,80,43930
09/16/2008,HIKMA PHARMACEUTICALS,SMITH DRUG COMPANY,PEOPLES PHARMACY #1397 (OH),OH,108,R923317,B735788,HYDROCODONE,T,GM,S,OF6717228,0,15,23398
03/17/2013,LANNETT COMPANY INC,MORRIS & DICKSON CO LLC,SUNRISE PHARMACY #8787 (TN),TN,1060,R840814,B153172,MORPHINE,P,MCG,T,OF8348016,0,40,45028
06/13/2013,RHODES TECHNOLOGIES,HENRY SCHEIN INC,HOMETOWN PHARMACY #4939 (MI),MI,148,R115557,B735747,HYDROCODONE,X,ML,S,OF4569772,0,80,27163
01/09/2013,WATSON LABORATORIES INC,MORRIS & DICKSON CO LLC,CVS PHARMACY #7538 (LA),LA,74,R844657,B657262,OXYCODONE,X,MCG,T,OF6584058,0,80,15683
11/16/2011,QUALITEST PHARMACEUTICALS,PENN PHARMACEUTICAL SERVICES INC,CORNER DRUG STORE #5731 (IN),IN,372,R394272,B506072,HYDROCODONE,T,GM,S,OF9867516,0,15,6420
11/28/2008,LANNETT COMPANY INC,MIAMI-LUKEN INC,QUALITY CARE PHARMACY #7585 (ID),ID,976,R753609,B518402,OXYMORPHONE,T,ML,T,OF8090459,0,80,39459
12/24/2013,MALLINCKRODT LLC,SMITH DRUG COMPANY,WINN-DIXIE PHARMACY #9056 (CA),CA,514,R764740,B122564,CODEINE,X,ML,S,OF2374393,0,15,8538
06/15/2010,AMNEAL PHARMACEUTICALS LLC,BURLINGTON DRUG COMPANY INC,KROGER PHARMACY #8019 (KY),KY,191,R403314,B131269,FENTANYL,S,GM,S,OF5199385,0,30,20115
02/17/2010,PAR PHARMACEUTICAL INC,KINRAY LLC,PUBLIX PHARMACY #6448 (NE),NE,590,R732715,B465449,CODEINE,P,MCG,S,OF1703498,0,10,28725
06/22/2009,TEVA PHARMACEUTICALS USA INC,BELLCO DRUG CORP,WALGREENS #4571 (VA),VA,1016,R248976,B699158,FENTANYL,X,GM,T,OF6527551,0,20,17308
08/24/2011,QUALITEST PHARMACEUTICALS,MORRIS & DICKSON CO LLC,MEDICO PHARMACY #5822 (TN),TN,307,R608480,B626789,METHADONE,P,GM,S,OF4788781,0,30,16624
11/09/2009,LANNETT COMPANY INC,PENN PHARMACEUTICAL SERVICES INC,PUBLIX PHARMACY #9278 (VA),VA,107,R346415,B936942,BUPRENORPHINE,X,MCG,S,OF1646534,0,40,9082
09/17/2008,VINTAGE PHARMACEUTICALS LLC,HD SMITH WHOLESALE DRUG CO,VILLAGE PHARMACY #8857 (VA),VA,155,R964188,B469120,METHADONE,S,ML,T,OF1800290,0,5,12381
05/25/2012,QUALITEST PHARMACEUTICALS,DAKOTA DRUG INC,PEOPLES PHARMACY #4809 (WV),WV,106,R566303,B713358,HYDROCODONE,T,GM,T,OF5603745,0,20,2350
09/04/2013,IMPAX LABORATORIES INC,MCKESSON CORPORATION,MAIN STREET PHARMACY #4501 (WV),WV,414,R199821,B250587,HYDROCODONE,S,ML,T,OF5466283,0,10,27587
09/21/2014,SANDOZ INC,SMITH DRUG COMPANY,CVS PHARMACY #6466 (KY),KY,2989,R726759,B271733,HYDROCODONE,X,MCG,T,OF7290919,0,80,42931
02/03/2013,HIKMA PHARMACEUTICALS,MORRIS & DICKSON CO LLC,WINN-DIXIE PHARMACY #3929 (HI),HI,2088,R455083,B548730,HYDROCODONE,S,ML,T,OF7207065,0,15,30381
09/13/2011,PAR PHARMACEUTICAL INC,PENN PHARMACEUTICAL SERVICES INC,WALMART PHARMACY #5079 (LA),LA,452,R933606,B598680,METHADONE,P,ML,T,OF6045769,0,20,21482
08/25/2013,SANDOZ INC,KEYSOURCE MEDICAL INC,PEOPLES PHARMACY #7922 (SC),SC,147,R795191,B928254,FENTANYL,P,MCG,S,OF2488348,0,20,1487
11/09/2008,SANDOZ INC,HD SMITH WHOLESALE DRUG CO,WALGREENS #7469 (WV),WV,80,R557402,B251709,HYDROCODONE,S,ML,T,OF7198968,0,15,39977
12/13/2012,AMNEAL PHARMACEUTICALS LLC,MIAMI-LUKEN INC,WINN-DIXIE PHARMACY #7583 (TN),TN,1225,R117540,B419208,OXYMORPHONE,S,ML,S,OF4493625,0,80,34121
12/13/2012,IMPAX LABORATORIES INC,SMITH DRUG COMPANY,HEALTH MART PHARMACY #9088 (AL),AL,111,R989007,B789035,MORPHINE,P,ML,T,OF1667567,0,10,40704
07/02/2009,RHODES TECHNOLOGIES,GULF COAST MEDICAL SUPPLY,WALMART PHARMACY #7025 (OH),OH,33,R433871,B850099,HYDROCODONE,S,MCG,S,OF9640879,0,20,41138
06/19/2012,LANNETT COMPANY INC,DIRECT RX,CVS PHARMACY #6761 (LA),LA,1333,R615632,B462826,CODEINE,T,MCG,S,OF2871579,0,80,48031
04/22/2012,PAR PHARMACEUTICAL INC,BURLINGTON DRUG COMPANY INC,WINN-DIXIE PHARMACY #2866 (PA),PA,884,R527466,B972221,OXYMORPHONE,P,MCG,S,OF4065709,0,20,13504
03/30/2014,TEVA PHARMACEUTICALS USA INC,HD SMITH WHOLESALE DRUG CO,PEOPLES PHARMACY #2021 (TN),TN,317,R347157,B739093,OXYCODONE,T,MCG,T,OF5154015,0,30,47223
08/25/2011,ENDO PHARMACEUTICALS INC,HENRY SCHEIN INC,CVS PHARMACY #6466 (KY),KY,134,R831033,B270096,OXYCODONE,S,GM,T,OF2141826,0,30,6132
02/07/2011,PURDUE PHARMA LP,MORRIS & DICKSON CO LLC,PUBLIX PHARMACY #4560 (NM),NM,740,R769821,B852965,MORPHINE,P,GM,T,OF7108304,0,15,38182
05/22/2010,ENDO PHARMACEUTICALS INC,HD SMITH WHOLESALE DRUG CO,SUNRISE PHARMACY #5547 (MT),MT,170,R265416,B844504,BUPRENORPHINE,P,GM,T,OF2126626,0,15,38463
02/27/2013,AMNEAL PHARMACEUTICALS LLC,VALUEDRUGCO,WINN-DIXIE PHARMACY #5772 (NH),NH,839,R235978,B931324,FENTANYL,T,MCG,S,OF5039776,0,5,7022
05/30/2013,WATSON LABORATORIES INC,BELLCO DRUG CORP,GOOD NEIGHBOR PHARMACY #6129 (NC),NC,1908,R867793,B267721,MORPHINE,T,ML,S,OF9748584,0,10,45378
12/20/2010,ABBOTT LABORATORIES,PRESCRIPTION SUPPLY INC,HEALTH MART PHARMACY #3284 (CT),CT,963,R391151,B814154,MORPHINE,P,GM,T,OF3948694,0,5,18784
12/08/2008,ABBOTT LABORATORIES,MCKESSON CORPORATION,MAIN STREET PHARMACY #8201 (MO),MO,1624,R626794,B688198,METHADONE,X,ML,T,OF5196387,0,20,39347
10/07/2009,PAR PHARMACEUTICAL INC,DAKOTA DRUG INC,CVS PHARMACY #6803 (KY),KY,1823,R870965,B859708,CODEINE,T,MCG,S,OF2747542,0,30,5975
03/28/2013,AMNEAL PHARMACEUTICALS LLC,KEYSOURCE MEDICAL INC,MAIN STREET PHARMACY #8140 (WA),WA,681,R416322,B160960,METHADONE,X,MCG,S,OF9303026,0,40,34021
06/16/2011,PURDUE PHARMA LP,HENRY SCHEIN INC,SUNRISE PHARMACY #6784 (TN),TN,955,R495271,B116534,CODEINE,X,ML,T,OF5533781,0,20,13155
11/28/2010,HIKMA PHARMACEUTICALS,MCKESSON CORPORATION,KROGER PHARMACY #3523 (OH),OH,1655,R335811,B591560,HYDROCODONE,S,GM,S,OF9184936,0,5,2389
09/22/2011,PAR PHARMACEUTICAL INC,PRESCRIPTION SUPPLY INC,VILLAGE PHARMACY #5883 (VA),VA,1364,R844961,B944659,HYDROCODONE,P,MCG,T,OF6760342,0,20,43455
02/15/2009,MYLAN PHARMACEUTICALS INC,BELLCO DRUG CORP,PEOPLES PHARMACY #8476 (PA),PA,805,R619474,B739511,METHADONE,S,ML,T,OF7769549,0,15,35073
02/02/2011,ABBOTT LABORATORIES,DAKOTA DRUG INC,SUNRISE PHARMACY #9094 (PA),PA,106,R868314,B643097,HYDROCODONE,S,MCG,T,OF1343468,0,80,47546
05/30/2013,VINTAGE PHARMACEUTICALS LLC,PENN PHARMACEUTICAL SERVICES INC,HEALTH MART PHARMACY #6267 (ID),ID,374,R951090,B870251,MORPHINE,S,GM,T,OF6755713,0,80,34695
03/17/2010,AMNEAL PHARMACEUTICALS LLC,AMERISOURCEBERGEN DRUG CORP,PEOPLES PHARMACY #6594 (KY),KY,244,R402790,B676136,OXYCODONE,S,ML,S,OF3019005,0,20,1067
07/20/2013,LANNETT COMPANY INC,SMITH DRUG COMPANY,CVS PHARMACY #7287 (MI),MI,188,R236504,B399139,CODEINE,P,GM,T,OF1738769,0,5,9624
04/18/2012,QUALITEST PHARMACEUTICALS,KEYSOURCE MEDICAL INC,VILLAGE PHARMACY #4915 (OH),OH,1054,R599173,B834598,MORPHINE,T,GM,S,OF5053223,0,30,37589
10/31/2010,AMNEAL PHARMACEUTICALS LLC,AMERISOURCEBERGEN DRUG CORP,VILLAGE PHARMACY #3387 (KS),KS,210,R654331,B444754,FENTANYL,T,GM,S,OF6733823,0,40,5840
06/07/2012,IMPAX LABORATORIES INC,HENRY SCHEIN INC,WALMART PHARMACY #7025 (OH),OH,703,R264714,B304426,OXYMORPHONE,T,GM,T,OF4093650,0,15,39038
11/26/2012,PAR PHARMACEUTICAL INC,AMERISOURCEBERGEN DRUG CORP,MAIN STREET PHARMACY #5515 (NV),NV,384,R719150,B218283,OXYCODONE,P,MCG,S,OF2144735,0,5,6180
06/29/2013,JANSSEN PHARMACEUTICALS INC,CARDINAL HEALTH INC,VILLAGE PHARMACY #9280 (NJ),NJ,1033,R447908,B658897,MORPHINE,P,ML,T,OF7810311,0,30,30591
