date,manufacturer,distributor,retailer,retailer_state,quantity,manufacturer_enc,distributor_enc,retailer_enc,retailer_state_enc,tx_freq_per_pair,vol_concentration,month,year,day_of_week
2011-05-07,AMNEAL PHARMACEUTICALS LLC,KEYSOURCE MEDICAL INC,WINN-DIXIE PHARMACY #5077 (VA),VA,160,2,10,2028,44,2,0.0299,5,2011,5
2011-01-18,RHODES TECHNOLOGIES,PRESCRIPTION SUPPLY INC,WALMART PHARMACY #2320 (VA),VA,397,14,17,1900,44,4,0.01,1,2011,1
2009-01-23,WATSON LABORATORIES INC,DIRECT RX,FAMILY CARE PHARMACY #5331 (IN),IN,809,19,6,366,14,4,0.0712,1,2009,4
2012-05-18,RHODES TECHNOLOGIES,MORRIS & DICKSON CO LLC,HARRIS TEETER PHARMACY #3473 (WV),WV,829,14,14,542,48,5,0.0205,5,2012,4
2013-03-14,RHODES TECHNOLOGIES,BELLCO DRUG CORP,VILLAGE PHARMACY #7086 (IN),IN,183,14,2,1736,14,5,0.0248,3,2013,3
2008-10-09,JANSSEN PHARMACEUTICALS INC,HD SMITH WHOLESALE DRUG CO,KROGER PHARMACY #4127 (WY),WY,85,7,8,867,49,1,0.1047,10,2008,3
2010-03-14,QUALITEST PHARMACEUTICALS,DIRECT RX,CVS PHARMACY #5523 (NY),NY,324,13,6,254,33,1,0.1026,3,2010,6
2012-12-01,MYLAN PHARMACEUTICALS INC,BURLINGTON DRUG COMPANY INC,KROGER PHARMACY #8019 (KY),KY,110,10,3,915,16,5,0.0884,12,2012,5
2011-09-13,PAR PHARMACEUTICAL INC,KINRAY LLC,MAIN STREET PHARMACY #3572 (TN),TN,114,11,11,975,41,5,0.0103,9,2011,1
2010-07-02,SANDOZ INC,DIRECT RX,CVS PHARMACY #4109 (IN),IN,1334,15,6,240,14,6,0.0644,7,2010,4
2008-12-12,ACTAVIS PHARMA INC,SMITH DRUG COMPANY,PUBLIX PHARMACY #6736 (TN),TN,203,1,18,1340,41,5,0.0175,12,2008,4
2012-04-15,ACTAVIS PHARMA INC,MCKESSON CORPORATION,KROGER PHARMACY #8362 (MO),MO,106,1,12,920,23,1,0.1282,4,2012,6
2012-11-14,MYLAN PHARMACEUTICALS INC,AMERISOURCEBERGEN DRUG CORP,QUALITY CARE PHARMACY #3132 (HI),HI,436,10,0,1378,10,2,0.0953,11,2012,2
2006-08-23,SUN PHARMA GLOBAL INC,KINRAY LLC,SUNRISE PHARMACY #9538 (OH),OH,791,16,11,1656,34,4,0.0393,8,2006,2
2012-12-11,MYLAN PHARMACEUTICALS INC,MIAMI-LUKEN INC,WALGREENS #3635 (NC),NC,203,10,13,1799,26,6,0.0254,12,2012,1
2007-10-09,IMPAX LABORATORIES INC,HD SMITH WHOLESALE DRUG CO,KROGER PHARMACY #6846 (SC),SC,59,6,8,897,39,1,0.0068,10,2007,1
2014-03-18,JANSSEN PHARMACEUTICALS INC,MIAMI-LUKEN INC,MEDICO PHARMACY #9056 (NY),NY,134,7,13,1145,33,2,0.0131,3,2014,1
2008-11-07,ACTAVIS PHARMA INC,ANDA INC,PEOPLES PHARMACY #6730 (CT),CT,415,1,1,1247,6,2,0.088,11,2008,4
2010-02-16,PURDUE PHARMA LP,GULF COAST MEDICAL SUPPLY,WINN-DIXIE PHARMACY #2041 (MI),MI,850,12,7,1995,21,3,0.0963,2,2010,1
2009-06-05,WATSON LABORATORIES INC,ANDA INC,WALGREENS #8885 (WI),WI,116,19,1,1873,47,2,0.0419,6,2009,4
2013-05-20,CADISTA PHARMACEUTICALS INC,AMERISOURCEBERGEN DRUG CORP,FAMILY CARE PHARMACY #3561 (FL),FL,541,3,0,340,8,1,0.1393,5,2013,0
2010-11-10,CADISTA PHARMACEUTICALS INC,MIAMI-LUKEN INC,WALGREENS #3100 (IN),IN,687,3,13,1794,14,3,0.0133,11,2010,2
2013-05-15,MYLAN PHARMACEUTICALS INC,BELLCO DRUG CORP,WALMART PHARMACY #5853 (IL),IL,60,10,2,1933,13,2,0.0064,5,2013,2
2012-04-14,RHODES TECHNOLOGIES,CARDINAL HEALTH INC,GOOD NEIGHBOR PHARMACY #2790 (PA),PA,3912,14,4,422,37,2,0.0708,4,2012,5
2011-05-26,AMNEAL PHARMACEUTICALS LLC,AMERISOURCEBERGEN DRUG CORP,CVS PHARMACY #5473 (MI),MI,179,2,0,251,21,3,0.4927,5,2011,3
2011-10-04,MALLINCKRODT LLC,BURLINGTON DRUG COMPANY INC,GOOD NEIGHBOR PHARMACY #6030 (IL),IL,966,9,3,460,13,2,0.2178,10,2011,1
2014-01-31,SUN PHARMA GLOBAL INC,HD SMITH WHOLESALE DRUG CO,WALMART PHARMACY #1339 (NC),NC,109,16,8,1888,26,12,0.0041,1,2014,4
2009-11-19,WATSON LABORATORIES INC,PRESCRIPTION SUPPLY INC,HOMETOWN PHARMACY #6366 (WA),WA,49,19,17,791,46,1,0.0021,11,2009,3
2012-02-07,TEVA PHARMACEUTICALS USA INC,MIAMI-LUKEN INC,WALMART PHARMACY #4290 (NM),NM,541,17,13,1921,31,1,0.0763,2,2012,1
2012-06-08,ENDO PHARMACEUTICALS INC,PENN PHARMACEUTICAL SERVICES INC,PEOPLES PHARMACY #4578 (MS),MS,670,4,16,1218,24,1,0.0933,6,2012,4
2011-04-14,JANSSEN PHARMACEUTICALS INC,PRESCRIPTION SUPPLY INC,WINN-DIXIE PHARMACY #9226 (CT),CT,2109,7,17,2082,6,1,0.7712,4,2011,3
2009-12-03,ENDO PHARMACEUTICALS INC,NATIONAL WHOLESALE DRUG CO INC,WINN-DIXIE PHARMACY #4022 (ND),ND,13,4,15,2019,27,4,0.0035,12,2009,3
2009-07-16,WATSON LABORATORIES INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,19591,19,13,1662,48,4,1.0,7,2009,3
2009-10-07,MYLAN PHARMACEUTICALS INC,AMERISOURCEBERGEN DRUG CORP,SUNRISE PHARMACY #7390 (IN),IN,77,10,0,1629,14,2,0.0037,10,2009,2
2014-03-02,JANSSEN PHARMACEUTICALS INC,BELLCO DRUG CORP,CORNER DRUG STORE #2632 (NV),NV,263,7,2,113,32,2,0.0111,3,2014,6
2009-09-01,PAR PHARMACEUTICAL INC,BURLINGTON DRUG COMPANY INC,SUNRISE PHARMACY #6582 (GA),GA,177,11,3,1619,9,1,0.1811,9,2009,1
2009-04-19,AMNEAL PHARMACEUTICALS LLC,NATIONAL WHOLESALE DRUG CO INC,CVS PHARMACY #5105 (TN),TN,143,2,15,245,41,7,0.0164,4,2009,6
2014-05-29,LANNETT COMPANY INC,MIAMI-LUKEN INC,HARRIS TEETER PHARMACY #3473 (WV),WV,529,8,13,542,48,6,0.073,5,2014,3
2011-04-04,WATSON LABORATORIES INC,DIRECT RX,COMMUNITY PHARMACY #7046 (MA),MA,685,19,6,66,18,1,0.1145,4,2011,0
2011-10-05,JANSSEN PHARMACEUTICALS INC,BURLINGTON DRUG COMPANY INC,WINN-DIXIE PHARMACY #7794 (AZ),AZ,88,7,3,2060,3,3,0.0166,10,2011,2
2011-12-19,PAR PHARMACEUTICAL INC,PENN PHARMACEUTICAL SERVICES INC,HARRIS TEETER PHARMACY #6061 (MI),MI,159,11,16,577,21,7,0.0069,12,2011,0
2014-09-15,TEVA PHARMACEUTICALS USA INC,PRESCRIPTION SUPPLY INC,WINN-DIXIE PHARMACY #3643 (MI),MI,99,17,17,2013,21,3,0.0067,9,2014,0
2014-01-12,TEVA PHARMACEUTICALS USA INC,SMITH DRUG COMPANY,COMMUNITY PHARMACY #3088 (VT),VT,218,17,18,17,45,2,0.0451,1,2014,6
2012-02-05,SUN PHARMA GLOBAL INC,HENRY SCHEIN INC,FAMILY CARE PHARMACY #1786 (OR),OR,527,16,9,317,36,1,0.0431,2,2012,6
2010-05-14,VINTAGE PHARMACEUTICALS LLC,ANDA INC,HOMETOWN PHARMACY #3545 (SD),SD,279,18,1,754,40,1,0.0312,5,2010,4
2010-09-12,CADISTA PHARMACEUTICALS INC,GULF COAST MEDICAL SUPPLY,HEALTH MART PHARMACY #4409 (OH),OH,1121,3,7,654,34,5,0.1012,9,2010,6
2012-01-27,QUALITEST PHARMACEUTICALS,PRESCRIPTION SUPPLY INC,PEOPLES PHARMACY #2021 (TN),TN,126,13,17,1183,41,2,0.0367,1,2012,4
2013-08-23,TEVA PHARMACEUTICALS USA INC,CARDINAL HEALTH INC,GOOD NEIGHBOR PHARMACY #8533 (OH),OH,55,17,4,496,34,3,0.0114,8,2013,4
2009-11-05,SUN PHARMA GLOBAL INC,HD SMITH WHOLESALE DRUG CO,QUALITY CARE PHARMACY #3860 (VA),VA,1064,16,8,1388,44,4,0.0573,11,2009,3
2012-01-26,JANSSEN PHARMACEUTICALS INC,SMITH DRUG COMPANY,RITE AID #6549 (IN),IN,1607,7,18,1528,14,4,0.0499,1,2012,3
2014-09-08,JANSSEN PHARMACEUTICALS INC,AMERISOURCEBERGEN DRUG CORP,COMMUNITY PHARMACY #4052 (OH),OH,466,7,0,30,34,6,0.0777,9,2014,0
2012-09-07,TEVA PHARMACEUTICALS USA INC,VALUEDRUGCO,PUBLIX PHARMACY #5797 (OR),OR,728,17,19,1332,36,1,0.1732,9,2012,4
2012-07-10,QUALITEST PHARMACEUTICALS,VALUEDRUGCO,WINN-DIXIE PHARMACY #5416 (AL),AL,237,13,19,2032,1,1,0.0147,7,2012,1
2012-09-08,IMPAX LABORATORIES INC,DAKOTA DRUG INC,QUALITY CARE PHARMACY #9242 (KY),KY,102,6,5,1466,16,3,0.0896,9,2012,5
2013-01-02,SUN PHARMA GLOBAL INC,BURLINGTON DRUG COMPANY INC,FAMILY CARE PHARMACY #6977 (NC),NC,458,16,3,382,26,8,0.1026,1,2013,2
2009-06-18,RHODES TECHNOLOGIES,MCKESSON CORPORATION,HOMETOWN PHARMACY #3315 (LA),LA,1016,14,12,752,17,7,0.0452,6,2009,3
2011-12-29,ENDO PHARMACEUTICALS INC,GULF COAST MEDICAL SUPPLY,CVS PHARMACY #6838 (TN),TN,948,4,7,270,41,4,0.0163,12,2011,3
2013-06-21,MYLAN PHARMACEUTICALS INC,PRESCRIPTION SUPPLY INC,WINN-DIXIE PHARMACY #4497 (AZ),AZ,726,10,17,2022,3,2,0.3034,6,2013,4
2009-01-10,MYLAN PHARMACEUTICALS INC,GULF COAST MEDICAL SUPPLY,CORNER DRUG STORE #4123 (OH),OH,391,10,7,129,34,4,0.0766,1,2009,5
2008-08-24,AMNEAL PHARMACEUTICALS LLC,NATIONAL WHOLESALE DRUG CO INC,MAIN STREET PHARMACY #3572 (TN),TN,98,2,15,975,41,7,0.0969,8,2008,6
2013-09-17,SANDOZ INC,PRESCRIPTION SUPPLY INC,MEDICO PHARMACY #8860 (ND),ND,48,15,17,1140,27,3,0.0038,9,2013,1
2008-08-25,AMNEAL PHARMACEUTICALS LLC,HD SMITH WHOLESALE DRUG CO,HOMETOWN PHARMACY #5569 (NC),NC,92,2,8,782,26,7,0.0285,8,2008,0
2013-08-20,SANDOZ INC,AMERISOURCEBERGEN DRUG CORP,MAIN STREET PHARMACY #6528 (OH),OH,99,15,0,1007,34,2,0.4035,8,2013,1
2012-11-17,PAR PHARMACEUTICAL INC,PENN PHARMACEUTICAL SERVICES INC,MEDICO PHARMACY #5822 (TN),TN,783,11,16,1102,41,3,0.0802,11,2012,5
2012-05-21,QUALITEST PHARMACEUTICALS,MCKESSON CORPORATION,HARRIS TEETER PHARMACY #7725 (HI),HI,98,13,12,598,10,1,0.0508,5,2012,0
2012-11-05,LANNETT COMPANY INC,PENN PHARMACEUTICAL SERVICES INC,MAIN STREET PHARMACY #5015 (OK),OK,269,8,16,991,35,1,0.0216,11,2012,0
2010-01-01,ACTAVIS PHARMA INC,BURLINGTON DRUG COMPANY INC,SUNRISE PHARMACY #9917 (KS),KS,619,1,3,1661,15,3,0.0541,1,2010,4
2010-07-22,TEVA PHARMACEUTICALS USA INC,ANDA INC,MEDICO PHARMACY #8978 (MI),MI,826,17,1,1144,21,4,0.0158,7,2010,3
2013-03-07,QUALITEST PHARMACEUTICALS,AMERISOURCEBERGEN DRUG CORP,PUBLIX PHARMACY #4345 (NM),NM,30,13,0,1314,31,1,0.0049,3,2013,3
2008-11-06,SANDOZ INC,MORRIS & DICKSON CO LLC,HARRIS TEETER PHARMACY #7348 (TN),TN,92,15,14,595,41,4,0.0121,11,2008,3
2013-08-05,ACTAVIS PHARMA INC,CARDINAL HEALTH INC,WALMART PHARMACY #2430 (NV),NV,3412,1,4,1904,32,2,0.3769,8,2013,0
2011-03-22,MYLAN PHARMACEUTICALS INC,DIRECT RX,WALMART PHARMACY #6298 (OK),OK,264,10,6,1941,35,3,0.0502,3,2011,1
2009-06-05,ENDO PHARMACEUTICALS INC,KINRAY LLC,HARRIS TEETER PHARMACY #3659 (AK),AK,276,4,11,545,0,1,0.34,6,2009,4
2012-12-30,IMPAX LABORATORIES INC,BELLCO DRUG CORP,COMMUNITY PHARMACY #9334 (IN),IN,232,6,2,87,14,5,0.0129,12,2012,6
2012-04-21,PAR PHARMACEUTICAL INC,GULF COAST MEDICAL SUPPLY,QUALITY CARE PHARMACY #8199 (WV),WV,206,11,7,1453,48,3,0.0452,4,2012,5
2010-03-30,RHODES TECHNOLOGIES,MIAMI-LUKEN INC,WALMART PHARMACY #6240 (NC),NC,153,14,13,1940,26,12,0.423,3,2010,1
2013-09-21,MALLINCKRODT LLC,KEYSOURCE MEDICAL INC,QUALITY CARE PHARMACY #5716 (LA),LA,218,9,10,1414,17,4,0.1099,9,2013,5
2009-02-20,QUALITEST PHARMACEUTICALS,KINRAY LLC,HOMETOWN PHARMACY #6387 (NC),NC,171,13,11,792,26,8,0.0359,2,2009,4
2014-02-24,PAR PHARMACEUTICAL INC,NATIONAL WHOLESALE DRUG CO INC,HEALTH MART PHARMACY #1584 (GA),GA,109,11,15,629,9,1,0.1054,2,2014,0
2012-10-06,IMPAX LABORATORIES INC,ANDA INC,HOMETOWN PHARMACY #2766 (WV),WV,105,6,1,743,48,6,0.0434,10,2012,5
2011-03-22,AMNEAL PHARMACEUTICALS LLC,PENN PHARMACEUTICAL SERVICES INC,CORNER DRUG STORE #1473 (PA),PA,180,2,16,103,37,5,0.0019,3,2011,1
2014-01-24,SANDOZ INC,ANDA INC,HARRIS TEETER PHARMACY #1096 (WV),WV,99,15,1,513,48,3,0.0091,1,2014,4
2014-01-06,MYLAN PHARMACEUTICALS INC,VALUEDRUGCO,WALMART PHARMACY #6376 (OH),OH,25,10,19,1944,34,6,0.0198,1,2014,0
2011-11-04,JANSSEN PHARMACEUTICALS INC,ANDA INC,CORNER DRUG STORE #9547 (DE),DE,1933,7,1,188,7,2,0.3644,11,2011,4
2010-03-31,JANSSEN PHARMACEUTICALS INC,BURLINGTON DRUG COMPANY INC,WALGREENS #4309 (VT),VT,188,7,3,1807,45,3,0.0045,3,2010,2
2013-10-22,TEVA PHARMACEUTICALS USA INC,BELLCO DRUG CORP,PUBLIX PHARMACY #1697 (MI),MI,754,17,2,1285,21,4,0.0759,10,2013,1
2012-10-24,AMNEAL PHARMACEUTICALS LLC,PRESCRIPTION SUPPLY INC,WINN-DIXIE PHARMACY #3112 (LA),LA,80,2,17,2007,17,2,0.0139,10,2012,2
2009-01-09,ABBOTT LABORATORIES,MIAMI-LUKEN INC,CVS PHARMACY #9326 (KY),KY,267,0,13,302,16,8,0.0526,1,2009,4
2012-09-06,QUALITEST PHARMACEUTICALS,DAKOTA DRUG INC,MEDICO PHARMACY #5392 (NC),NC,979,13,5,1100,26,8,0.0501,9,2012,3
2008-02-28,AMNEAL PHARMACEUTICALS LLC,CARDINAL HEALTH INC,VILLAGE PHARMACY #9112 (RI),RI,1392,2,4,1761,38,2,0.2921,2,2008,3
2013-01-22,HIKMA PHARMACEUTICALS,BELLCO DRUG CORP,CVS PHARMACY #7218 (LA),LA,1927,5,2,275,17,4,0.0948,1,2013,1
2010-08-11,QUALITEST PHARMACEUTICALS,GULF COAST MEDICAL SUPPLY,PUBLIX PHARMACY #2055 (NC),NC,383,13,7,1293,26,9,0.0372,8,2010,2
2011-12-19,PAR PHARMACEUTICAL INC,VALUEDRUGCO,CVS PHARMACY #5523 (NC),NC,104,11,19,253,26,5,0.0073,12,2011,0
2012-05-06,IMPAX LABORATORIES INC,PENN PHARMACEUTICAL SERVICES INC,WALMART PHARMACY #1108 (WV),WV,110,6,16,1887,48,8,0.2121,5,2012,6
2009-12-10,QUALITEST PHARMACEUTICALS,PRESCRIPTION SUPPLY INC,CVS PHARMACY #7974 (MT),MT,1696,13,17,288,25,2,0.3297,12,2009,3
2008-09-28,QUALITEST PHARMACEUTICALS,AMERISOURCEBERGEN DRUG CORP,HOMETOWN PHARMACY #2172 (WV),WV,27,13,0,738,48,8,0.0734,9,2008,6
2012-02-10,IMPAX LABORATORIES INC,VALUEDRUGCO,CVS PHARMACY #9326 (KY),KY,179,6,19,302,16,3,0.0143,2,2012,4
2010-07-09,VINTAGE PHARMACEUTICALS LLC,DIRECT RX,CORNER DRUG STORE #8278 (OR),OR,136,18,6,175,36,1,0.0369,7,2010,4
2010-02-05,ENDO PHARMACEUTICALS INC,MCKESSON CORPORATION,GOOD NEIGHBOR PHARMACY #5599 (OK),OK,294,4,12,449,35,1,0.038,2,2010,4
2011-10-24,HIKMA PHARMACEUTICALS,MORRIS & DICKSON CO LLC,PEOPLES PHARMACY #4297 (TN),TN,294,5,14,1214,41,4,0.0152,10,2011,0
2011-07-25,RHODES TECHNOLOGIES,MIAMI-LUKEN INC,QUALITY CARE PHARMACY #5967 (AL),AL,147,14,13,1418,1,2,0.0289,7,2011,0
2007-03-13,IMPAX LABORATORIES INC,AMERISOURCEBERGEN DRUG CORP,WINN-DIXIE PHARMACY #5663 (MD),MD,1294,6,0,2034,19,1,0.2746,3,2007,1
2013-02-26,MYLAN PHARMACEUTICALS INC,CARDINAL HEALTH INC,CVS PHARMACY #6632 (MA),MA,92,10,4,265,18,1,0.085,2,2013,1
2014-07-05,VINTAGE PHARMACEUTICALS LLC,BELLCO DRUG CORP,FAMILY CARE PHARMACY #1947 (OK),OK,135,18,2,321,35,2,0.1017,7,2014,5
2013-08-30,SANDOZ INC,BELLCO DRUG CORP,KROGER PHARMACY #4103 (MA),MA,155,15,2,865,18,2,0.111,8,2013,4
2010-05-30,SUN PHARMA GLOBAL INC,BELLCO DRUG CORP,HARRIS TEETER PHARMACY #7994 (CT),CT,237,16,2,600,6,2,0.0713,5,2010,6
2009-04-23,ABBOTT LABORATORIES,NATIONAL WHOLESALE DRUG CO INC,WINN-DIXIE PHARMACY #8561 (LA),LA,265,0,15,2076,17,4,0.0212,4,2009,3
2011-11-09,MYLAN PHARMACEUTICALS INC,MCKESSON CORPORATION,HOMETOWN PHARMACY #3804 (KY),KY,4146,10,12,758,16,3,0.0727,11,2011,2
2008-09-07,VINTAGE PHARMACEUTICALS LLC,AMERISOURCEBERGEN DRUG CORP,PEOPLES PHARMACY #6564 (IN),IN,255,18,0,1243,14,4,0.0151,9,2008,6
2008-10-27,SUN PHARMA GLOBAL INC,KINRAY LLC,SUNRISE PHARMACY #7649 (PA),PA,89,16,11,1630,37,4,0.0083,10,2008,0
2009-04-14,AMNEAL PHARMACEUTICALS LLC,DAKOTA DRUG INC,GOOD NEIGHBOR PHARMACY #7379 (WA),WA,206,2,5,484,46,2,0.0201,4,2009,1
2010-06-02,AMNEAL PHARMACEUTICALS LLC,BELLCO DRUG CORP,COMMUNITY PHARMACY #7647 (MI),MI,725,2,2,71,21,1,0.0303,6,2010,2
2010-12-22,TEVA PHARMACEUTICALS USA INC,AMERISOURCEBERGEN DRUG CORP,RITE AID #3495 (IL),IL,106,17,0,1505,13,1,0.0437,12,2010,2
2008-10-30,ACTAVIS PHARMA INC,KINRAY LLC,CORNER DRUG STORE #6200 (PA),PA,118,1,11,151,37,2,0.0314,10,2008,3
2010-07-16,JANSSEN PHARMACEUTICALS INC,AMERISOURCEBERGEN DRUG CORP,MAIN STREET PHARMACY #4501 (WV),WV,1672,7,0,986,48,7,0.2669,7,2010,4
2010-12-22,JANSSEN PHARMACEUTICALS INC,ANDA INC,HARRIS TEETER PHARMACY #4789 (NJ),NJ,217,7,1,563,30,2,0.0777,12,2010,2
2007-04-07,ENDO PHARMACEUTICALS INC,AMERISOURCEBERGEN DRUG CORP,MAIN STREET PHARMACY #4198 (PA),PA,351,4,0,980,37,6,0.0283,4,2007,5
2011-12-15,MALLINCKRODT LLC,KINRAY LLC,CVS PHARMACY #2808 (IN),IN,159,9,11,221,14,6,0.4655,12,2011,3
2010-01-06,LANNETT COMPANY INC,MCKESSON CORPORATION,FAMILY CARE PHARMACY #6977 (NC),NC,321,8,12,382,26,9,0.0221,1,2010,2
2011-02-11,QUALITEST PHARMACEUTICALS,PENN PHARMACEUTICAL SERVICES INC,PUBLIX PHARMACY #1973 (TN),TN,71,13,16,1289,41,11,0.0097,2,2011,4
2011-09-17,ENDO PHARMACEUTICALS INC,BURLINGTON DRUG COMPANY INC,CVS PHARMACY #5635 (IN),IN,1551,4,3,256,14,3,0.0953,9,2011,5
2013-05-09,AMNEAL PHARMACEUTICALS LLC,BELLCO DRUG CORP,SUNRISE PHARMACY #8440 (TN),TN,228,2,2,1638,41,7,0.0194,5,2013,3
2013-03-14,ABBOTT LABORATORIES,PRESCRIPTION SUPPLY INC,RITE AID #4372 (LA),LA,414,0,17,1513,17,1,0.0221,3,2013,3
2011-04-28,PURDUE PHARMA LP,ANDA INC,KROGER PHARMACY #5224 (NH),NH,306,12,1,875,29,1,0.013,4,2011,3
2011-04-03,SUN PHARMA GLOBAL INC,HENRY SCHEIN INC,GOOD NEIGHBOR PHARMACY #7171 (MA),MA,91,16,9,482,18,1,0.0032,4,2011,6
2007-01-28,WATSON LABORATORIES INC,KINRAY LLC,CORNER DRUG STORE #1213 (TN),TN,528,19,11,98,41,6,0.0113,1,2007,6
2011-04-15,TEVA PHARMACEUTICALS USA INC,HD SMITH WHOLESALE DRUG CO,HARRIS TEETER PHARMACY #4342 (ME),ME,1259,17,8,555,20,2,0.0462,4,2011,4
2007-07-29,AMNEAL PHARMACEUTICALS LLC,MIAMI-LUKEN INC,CORNER DRUG STORE #4406 (KY),KY,565,2,13,135,16,2,0.0873,7,2007,6
2011-07-04,ABBOTT LABORATORIES,PENN PHARMACEUTICAL SERVICES INC,FAMILY CARE PHARMACY #2731 (OH),OH,170,0,16,328,34,3,0.5029,7,2011,0
2011-04-09,TEVA PHARMACEUTICALS USA INC,DIRECT RX,COMMUNITY PHARMACY #7241 (LA),LA,46,17,6,69,17,4,0.0528,4,2011,5
2007-10-18,ABBOTT LABORATORIES,HENRY SCHEIN INC,WALMART PHARMACY #8473 (RI),RI,58,0,9,1965,38,2,0.0087,10,2007,3
2014-05-12,VINTAGE PHARMACEUTICALS LLC,PRESCRIPTION SUPPLY INC,WALGREENS #3635 (NC),NC,145,18,17,1799,26,10,0.1867,5,2014,0
2010-08-16,ACTAVIS PHARMA INC,GULF COAST MEDICAL SUPPLY,HEALTH MART PHARMACY #4338 (LA),LA,590,1,7,652,17,4,0.0153,8,2010,0
2013-04-19,PURDUE PHARMA LP,VALUEDRUGCO,HOMETOWN PHARMACY #5185 (UT),UT,219,12,19,775,43,1,0.1714,4,2013,4
2011-12-18,ENDO PHARMACEUTICALS INC,GULF COAST MEDICAL SUPPLY,GOOD NEIGHBOR PHARMACY #1784 (PA),PA,328,4,7,411,37,6,0.0191,12,2011,6
2012-08-16,LANNETT COMPANY INC,CARDINAL HEALTH INC,KROGER PHARMACY #3523 (OH),OH,1708,8,4,861,34,3,0.0234,8,2012,3
2013-02-18,IMPAX LABORATORIES INC,PRESCRIPTION SUPPLY INC,CVS PHARMACY #2408 (IN),IN,94,6,17,215,14,3,0.2322,2,2013,0
2010-12-22,PAR PHARMACEUTICAL INC,NATIONAL WHOLESALE DRUG CO INC,CORNER DRUG STORE #4271 (CA),CA,144,11,15,133,4,2,0.0238,12,2010,2
2009-06-23,QUALITEST PHARMACEUTICALS,HD SMITH WHOLESALE DRUG CO,FAMILY CARE PHARMACY #9932 (MI),MI,150,13,8,405,21,5,0.0263,6,2009,1
2012-08-12,SANDOZ INC,PRESCRIPTION SUPPLY INC,FAMILY CARE PHARMACY #5522 (MS),MS,97,15,17,368,24,2,0.0179,8,2012,6
2008-08-20,MALLINCKRODT LLC,MORRIS & DICKSON CO LLC,QUALITY CARE PHARMACY #3905 (TN),TN,110,9,14,1389,41,5,0.0076,8,2008,2
2011-03-17,CADISTA PHARMACEUTICALS INC,GULF COAST MEDICAL SUPPLY,MEDICO PHARMACY #5822 (TN),TN,237,3,7,1102,41,5,0.044,3,2011,3
2011-12-07,MALLINCKRODT LLC,DAKOTA DRUG INC,KROGER PHARMACY #8280 (OH),OH,125,9,5,918,34,4,0.0211,12,2011,2
2006-11-08,MALLINCKRODT LLC,PENN PHARMACEUTICAL SERVICES INC,HOMETOWN PHARMACY #6387 (NC),NC,167,9,16,792,26,10,0.0376,11,2006,2
2009-04-25,JANSSEN PHARMACEUTICALS INC,MORRIS & DICKSON CO LLC,VILLAGE PHARMACY #1037 (MI),MI,217,7,14,1664,21,7,0.0052,4,2009,5
2010-07-01,PURDUE PHARMA LP,PRESCRIPTION SUPPLY INC,FAMILY CARE PHARMACY #8150 (UT),UT,17,12,17,390,43,1,0.0044,7,2010,3
2011-05-07,JANSSEN PHARMACEUTICALS INC,DAKOTA DRUG INC,HOMETOWN PHARMACY #5957 (IA),IA,426,7,5,784,11,2,0.0418,5,2011,5
2010-08-23,ABBOTT LABORATORIES,KEYSOURCE MEDICAL INC,VILLAGE PHARMACY #8618 (LA),LA,217,0,10,1753,17,2,0.0402,8,2010,0
2007-12-05,JANSSEN PHARMACEUTICALS INC,DIRECT RX,RITE AID #9322 (LA),LA,14,7,6,1559,17,2,0.1353,12,2007,2
2010-12-15,ABBOTT LABORATORIES,PENN PHARMACEUTICAL SERVICES INC,WALGREENS #5346 (IN),IN,17,0,16,1824,14,6,0.016,12,2010,2
2013-06-01,QUALITEST PHARMACEUTICALS,HD SMITH WHOLESALE DRUG CO,GOOD NEIGHBOR PHARMACY #5417 (HI),HI,493,13,8,447,10,1,0.0806,6,2013,5
2010-12-07,IMPAX LABORATORIES INC,BURLINGTON DRUG COMPANY INC,MEDICO PHARMACY #9746 (VT),VT,278,6,3,1159,45,2,0.1004,12,2010,1
2012-09-07,ENDO PHARMACEUTICALS INC,HD SMITH WHOLESALE DRUG CO,COMMUNITY PHARMACY #8229 (IN),IN,950,4,8,80,14,7,0.0469,9,2012,4
2008-09-29,LANNETT COMPANY INC,HD SMITH WHOLESALE DRUG CO,COMMUNITY PHARMACY #7816 (UT),UT,432,8,8,73,43,3,0.0149,9,2008,0
2012-02-19,HIKMA PHARMACEUTICALS,DAKOTA DRUG INC,COMMUNITY PHARMACY #6047 (VA),VA,162,5,5,53,44,7,0.0067,2,2012,6
2013-03-21,MALLINCKRODT LLC,HD SMITH WHOLESALE DRUG CO,WALGREENS #7469 (WV),WV,33,9,8,1852,48,4,0.0162,3,2013,3
2014-06-08,ACTAVIS PHARMA INC,PRESCRIPTION SUPPLY INC,HARRIS TEETER PHARMACY #8108 (VA),VA,177,1,17,603,44,4,0.0397,6,2014,6
2010-08-18,JANSSEN PHARMACEUTICALS INC,ANDA INC,PUBLIX PHARMACY #9278 (VA),VA,599,7,1,1355,44,2,0.2795,8,2010,2
2014-03-30,HIKMA PHARMACEUTICALS,SMITH DRUG COMPANY,HEALTH MART PHARMACY #5181 (MI),MI,618,5,18,666,21,3,0.0439,3,2014,6
