entity,type,in_volume,out_volume,in_degree,out_degree,total_transactions,betweenness_centrality,pagerank,composite_risk
WINN-DIXIE PHARMACY #6719 (NJ),retailer,14026.0,0.0,11,0,20,0.0,0.0004631755530725876,0.16607003620900063
GOOD NEIGHBOR PHARMACY #3644 (AR),retailer,13278.0,0.0,11,0,16,0.0,0.00046316714304365586,0.16606797329198525
VILLAGE PHARMACY #5077 (CT),retailer,13616.0,0.0,11,0,13,0.0,0.0004630546250783351,0.1660403734790617
HARRIS TEETER PHARMACY #3878 (MO),retailer,12944.0,0.0,11,0,13,0.0,0.00046296900977117224,0.16601937268639408
MAIN STREET PHARMACY #2887 (NY),retailer,12981.0,0.0,11,0,22,0.0,0.0004628608804406066,0.1659928493726579
KROGER PHARMACY #3210 (CO),retailer,13173.0,0.0,11,0,16,0.0,0.00046285502970371743,0.16599141423078395
PUBLIX PHARMACY #4394 (MD),retailer,12425.0,0.0,11,0,14,0.0,0.00046267379276802536,0.16594695816987245
HOMETOWN PHARMACY #6305 (MN),retailer,11842.0,0.0,11,0,15,0.0,0.00046250968421602515,0.1659067035730048
GOOD NEIGHBOR PHARMACY #1775 (CT),retailer,11764.0,0.0,11,0,17,0.0,0.0004623542144753653,0.16586856801176134
HEALTH MART PHARMACY #7432 (NY),retailer,10642.0,0.0,11,0,19,0.0,0.0004623187052473221,0.16585985786446833
HARRIS TEETER PHARMACY #5659 (RI),retailer,10847.0,0.0,11,0,19,0.0,0.0004623066125425818,0.16585689161469996
MEDICO PHARMACY #7110 (HI),retailer,11809.0,0.0,11,0,13,0.0,0.0004622621136621988,0.16584597637311718
WALGREENS #2995 (TX),retailer,10884.0,0.0,11,0,15,0.0,0.0004622518060086195,0.16584344798300937
CORNER DRUG STORE #9790 (UT),retailer,10697.0,0.0,11,0,20,0.0,0.0004621917129766217,0.1658287076130034
SUNRISE PHARMACY #5631 (AR),retailer,10287.0,0.0,11,0,13,0.0,0.0004621365520128418,0.16581517704233703
VILLAGE PHARMACY #3387 (KS),retailer,10136.0,0.0,11,0,16,0.0,0.0004620142306893106,0.16578517253917707
HARRIS TEETER PHARMACY #9796 (UT),retailer,10193.0,0.0,11,0,16,0.0,0.00046200663618012724,0.16578330966303895
HARRIS TEETER PHARMACY #3820 (CA),retailer,9534.0,0.0,11,0,16,0.0,0.00046186596138615075,0.16574880319124363
MEDICO PHARMACY #2700 (ID),retailer,9619.0,0.0,11,0,15,0.0,0.00046179145469368984,0.1657305272584394
PUBLIX PHARMACY #5099 (NY),retailer,8867.0,0.0,11,0,15,0.0,0.00046178716932441285,0.16572947608949926
PEOPLES PHARMACY #1701 (SD),retailer,9216.0,0.0,11,0,15,0.0,0.00046177051126680696,0.16572538999291653
PEOPLES PHARMACY #8999 (NY),retailer,9380.0,0.0,11,0,21,0.0,0.0004617666346512171,0.16572443908818987
WALGREENS #8132 (IL),retailer,9319.0,0.0,11,0,15,0.0,0.00046175851556023344,0.1657224475360709
SUNRISE PHARMACY #2335 (MN),retailer,9266.0,0.0,11,0,13,0.0,0.00046174961967091334,0.16572026544114657
CORNER DRUG STORE #7018 (MO),retailer,9538.0,0.0,11,0,13,0.0,0.00046173421702688626,0.16571648728809818
MEDICO PHARMACY #3984 (MA),retailer,9229.0,0.0,11,0,15,0.0,0.00046171984984632485,0.16571296312647116
KROGER PHARMACY #4000 (NY),retailer,9155.0,0.0,11,0,15,0.0,0.00046171574180798995,0.16571195545548098
WALGREENS #9345 (FL),retailer,8718.0,0.0,11,0,18,0.0,0.00046169892654525255,0.16570783079765866
GOOD NEIGHBOR PHARMACY #6142 (MA),retailer,8819.0,0.0,11,0,16,0.0,0.00046168192675372733,0.1657036608763088
WINN-DIXIE PHARMACY #6720 (AR),retailer,9155.0,0.0,11,0,14,0.0,0.0004616625277709275,0.165698902451335
HOMETOWN PHARMACY #9398 (ND),retailer,8937.0,0.0,11,0,17,0.0,0.00046165422648843075,0.16569686620900445
RITE AID #2754 (AZ),retailer,8574.0,0.0,11,0,11,0.0,0.0004615950202375967,0.1656823433597664
WALMART PHARMACY #2430 (NV),retailer,9052.0,0.0,11,0,11,0.0,0.0004615812828919812,0.16567897369192738
PEOPLES PHARMACY #4383 (NV),retailer,8344.0,0.0,11,0,16,0.0,0.00046152335895339596,0.1656647653842657
COMMUNITY PHARMACY #3905 (NV),retailer,8405.0,0.0,11,0,16,0.0,0.0004614859783765583,0.16565559620914994
FAMILY CARE PHARMACY #7018 (MT),retailer,8653.0,0.0,11,0,20,0.0,0.0004614604115737867,0.16564932486420036
CVS PHARMACY #8170 (MT),retailer,7981.0,0.0,11,0,15,0.0,0.00046143700111046803,0.16564358245314445
VILLAGE PHARMACY #3178 (GA),retailer,8178.0,0.0,11,0,17,0.0,0.00046141823307845715,0.16563897879566658
GOOD NEIGHBOR PHARMACY #8113 (WA),retailer,8200.0,0.0,11,0,13,0.0,0.00046140020329076307,0.16563455622398224
GOOD NEIGHBOR PHARMACY #9662 (CO),retailer,8318.0,0.0,11,0,18,0.0,0.00046136808041280774,0.16562667672296563
KROGER PHARMACY #3095 (DE),retailer,8227.0,0.0,11,0,11,0.0,0.0004613579973169737,0.16562420341518838
WALGREENS #9244 (NM),retailer,7774.0,0.0,11,0,12,0.0,0.0004613199378813703,0.16561486772110934
WALGREENS #9259 (NY),retailer,7790.0,0.0,11,0,16,0.0,0.00046125870659858003,0.1655998481467217
PUBLIX PHARMACY #2360 (UT),retailer,7604.0,0.0,11,0,19,0.0,0.0004612117730068108,0.16558833568869807
PEOPLES PHARMACY #1019 (FL),retailer,7154.0,0.0,11,0,16,0.0,0.000461193167338175,0.1655837718577383
COMMUNITY PHARMACY #4723 (MS),retailer,7613.0,0.0,11,0,13,0.0,0.00046117639339311555,0.16557965733483243
VILLAGE PHARMACY #2827 (MO),retailer,7215.0,0.0,11,0,15,0.0,0.00046114512584676486,0.1655719876402428
WALMART PHARMACY #8383 (UT),retailer,7058.0,0.0,11,0,13,0.0,0.00046111130514921644,0.16556369167681495
CVS PHARMACY #3927 (SD),retailer,7256.0,0.0,11,0,16,0.0,0.00046108572296641993,0.16555741655926065
COMMUNITY PHARMACY #4754 (ME),retailer,7003.0,0.0,11,0,17,0.0,0.0004610744179869406,0.16555464353259022
WALGREENS #6166 (CA),retailer,8676.0,0.0,11,0,16,0.0,0.0004610683021467528,0.16555314336286558
RITE AID #3607 (MN),retailer,6833.0,0.0,11,0,14,0.0,0.0004610513999876882,0.165548997390026
MAIN STREET PHARMACY #3856 (AL),retailer,6812.0,0.0,11,0,14,0.0,0.00046104145685255566,0.165546558413559
WALGREENS #8394 (IL),retailer,6983.0,0.0,11,0,15,0.0,0.00046103581929541243,0.16554517556307768
HEALTH MART PHARMACY #7100 (MD),retailer,6921.0,0.0,11,0,15,0.0,0.00046102564648631907,0.16554268024931082
RITE AID #2172 (AR),retailer,6678.0,0.0,11,0,15,0.0,0.000461012839895541,0.16553953888865205
KROGER PHARMACY #9538 (NE),retailer,6840.0,0.0,11,0,17,0.0,0.0004609822256986715,0.16553202945578954
KROGER PHARMACY #3075 (ID),retailer,6700.0,0.0,11,0,16,0.0,0.0004609670043014903,0.16552829576123299
HOMETOWN PHARMACY #9431 (CA),retailer,6878.0,0.0,11,0,15,0.0,0.0004609529655098215,0.16552485215093815
FAMILY CARE PHARMACY #4660 (NY),retailer,6921.0,0.0,11,0,14,0.0,0.00046094398832315157,0.1655226501143837
KROGER PHARMACY #4100 (MS),retailer,6888.0,0.0,11,0,13,0.0,0.0004609367726124593,0.16552088015467417
MAIN STREET PHARMACY #2285 (CA),retailer,6484.0,0.0,11,0,13,0.0,0.00046091356017347984,0.1655151863175033
MEDICO PHARMACY #9569 (ND),retailer,6636.0,0.0,11,0,16,0.0,0.0004609134004093814,0.1655151471285683
HOMETOWN PHARMACY #4004 (WA),retailer,6633.0,0.0,11,0,14,0.0,0.0004608790966568928,0.1655067326753869
WALMART PHARMACY #9127 (AL),retailer,6563.0,0.0,11,0,14,0.0,0.0004608762165707307,0.16550602621185415
HARRIS TEETER PHARMACY #7237 (KS),retailer,6672.0,0.0,11,0,15,0.0,0.00046086856551126316,0.1655041494643555
HARRIS TEETER PHARMACY #5801 (NM),retailer,6301.0,0.0,11,0,17,0.0,0.00046085407377527535,0.1655005947502166
HEALTH MART PHARMACY #5152 (RI),retailer,6488.0,0.0,11,0,16,0.0,0.00046084396436505353,0.1654981149877174
CVS PHARMACY #5523 (NY),retailer,6084.0,0.0,11,0,16,0.0,0.0004608364540911326,0.16549627277385734
MAIN STREET PHARMACY #1380 (SD),retailer,6026.0,0.0,11,0,15,0.0,0.0004608076145316102,0.16548919864622494
VILLAGE PHARMACY #9280 (NJ),retailer,6230.0,0.0,11,0,15,0.0,0.00046079747056058425,0.16548671040621973
GOOD NEIGHBOR PHARMACY #3820 (AK),retailer,6201.0,0.0,11,0,15,0.0,0.00046076266964248396,0.16547817400204287
PEOPLES PHARMACY #3698 (ME),retailer,6131.0,0.0,11,0,16,0.0,0.0004607434065615762,0.16547344891278384
VILLAGE PHARMACY #8189 (MD),retailer,5786.0,0.0,11,0,13,0.0,0.000460706530280999,0.16546440343775817
MAIN STREET PHARMACY #6718 (DE),retailer,6069.0,0.0,11,0,15,0.0,0.00046069247858931815,0.16546095666318716
WALGREENS #2363 (UT),retailer,5682.0,0.0,11,0,16,0.0,0.0004606868626984441,0.16545957912727918
HOMETOWN PHARMACY #2945 (RI),retailer,5979.0,0.0,11,0,15,0.0,0.00046067457450964195,0.16545656492673672
KROGER PHARMACY #6315 (AL),retailer,5810.0,0.0,11,0,14,0.0,0.00046067442283058955,0.16545652772100286
WALMART PHARMACY #1882 (DE),retailer,6006.0,0.0,11,0,16,0.0,0.0004606582615528423,0.16545256348079324
HARRIS TEETER PHARMACY #2079 (NH),retailer,5826.0,0.0,11,0,15,0.0,0.000460652432406865,0.165451133635008
VILLAGE PHARMACY #3422 (SC),retailer,5380.0,0.0,11,0,16,0.0,0.00046058536745889687,0.16543468310630913
GOOD NEIGHBOR PHARMACY #8292 (NE),retailer,5561.0,0.0,11,0,12,0.0,0.0004605573467100002,0.16542780982678154
HARRIS TEETER PHARMACY #2941 (NH),retailer,5764.0,0.0,11,0,12,0.0,0.0004605518367421883,0.1654264582730062
WINN-DIXIE PHARMACY #6652 (VT),retailer,5616.0,0.0,11,0,14,0.0,0.0004605305218376522,0.16542122988680139
RITE AID #4432 (ID),retailer,5184.0,0.0,11,0,14,0.0,0.0004605285682530292,0.1654207506871467
CVS PHARMACY #1770 (OR),retailer,5590.0,0.0,11,0,13,0.0,0.000460513001462816,0.16541693227027007
COMMUNITY PHARMACY #6537 (MT),retailer,5114.0,0.0,11,0,14,0.0,0.00046048567343297405,0.1654102289095307
VILLAGE PHARMACY #9112 (RI),retailer,5351.0,0.0,11,0,16,0.0,0.0004604800518158439,0.16540884996901506
PUBLIX PHARMACY #9432 (NV),retailer,5098.0,0.0,11,0,18,0.0,0.00046046960943202505,0.16540628853059006
HEALTH MART PHARMACY #8655 (HI),retailer,5073.0,0.0,11,0,14,0.0,0.00046046762789409153,0.16540580247419798
RITE AID #3609 (ID),retailer,5037.0,0.0,11,0,12,0.0,0.00046046040110504175,0.16540402979705043
CVS PHARMACY #7788 (NE),retailer,5173.0,0.0,11,0,18,0.0,0.0004604548088066687,0.16540265804820597
KROGER PHARMACY #8228 (UT),retailer,5110.0,0.0,11,0,16,0.0,0.00046045451678202316,0.16540258641675085
HOMETOWN PHARMACY #9204 (AL),retailer,5083.0,0.0,11,0,19,0.0,0.000460410760345049,0.16539185329096737
MAIN STREET PHARMACY #7917 (CO),retailer,4924.0,0.0,11,0,13,0.0,0.00046040256173403423,0.16538984223318123
WINN-DIXIE PHARMACY #8598 (NE),retailer,4885.0,0.0,11,0,14,0.0,0.00046039153798589443,0.16538713819044898
COMMUNITY PHARMACY #6944 (CT),retailer,4880.0,0.0,11,0,15,0.0,0.00046038988377449907,0.1653867324248015
WINN-DIXIE PHARMACY #8462 (MO),retailer,4873.0,0.0,11,0,13,0.0,0.0004603894099492959,0.16538661619903322
WALGREENS #5199 (AK),retailer,4979.0,0.0,11,0,13,0.0,0.0004603279989073832,0.1653715525310812
COMMUNITY PHARMACY #8195 (OK),retailer,5082.0,0.0,11,0,14,0.0,0.0004603122626746488,0.16536769255122508
RITE AID #3713 (MT),retailer,4760.0,0.0,11,0,14,0.0,0.00046030760726394754,0.16536655061389915
WALGREENS #4909 (KS),retailer,4780.0,0.0,11,0,15,0.0,0.0004603042653168637,0.1653657308593466
FAMILY CARE PHARMACY #5991 (SC),retailer,4951.0,0.0,11,0,12,0.0,0.00046029645688420203,0.16536381550938384
HEALTH MART PHARMACY #7444 (AK),retailer,5428.0,0.0,11,0,12,0.0,0.0004602943704990746,0.16536330373476155
KROGER PHARMACY #7791 (CA),retailer,4546.0,0.0,11,0,11,0.0,0.00046028913867233627,0.16536202040690529
QUALITY CARE PHARMACY #4381 (CO),retailer,4505.0,0.0,11,0,16,0.0,0.00046028169013118657,0.16536019333563093
CVS PHARMACY #3842 (ND),retailer,4513.0,0.0,11,0,14,0.0,0.00046026135317328966,0.16535520483240135
PEOPLES PHARMACY #8009 (NH),retailer,4449.0,0.0,11,0,12,0.0,0.00046024454725958005,0.16535108246782543
WINN-DIXIE PHARMACY #9889 (WA),retailer,4423.0,0.0,11,0,13,0.0,0.00046021879960771005,0.16534476676194854
WINN-DIXIE PHARMACY #9954 (NY),retailer,4364.0,0.0,11,0,15,0.0,0.0004602056564941045,0.16534154285476438
WALGREENS #9222 (OR),retailer,4500.0,0.0,11,0,15,0.0,0.000460182089420885,0.16533576202847444
HOMETOWN PHARMACY #1125 (MA),retailer,4526.0,0.0,11,0,16,0.0,0.0004601605661152077,0.16533048252303284
MEDICO PHARMACY #3356 (TX),retailer,4326.0,0.0,11,0,14,0.0,0.0004601380321806968,0.16532495511791884
FAMILY CARE PHARMACY #1694 (DE),retailer,3992.0,0.0,11,0,14,0.0,0.00046008863878600406,0.16531283928868845
WALMART PHARMACY #9182 (AZ),retailer,4077.0,0.0,11,0,13,0.0,0.0004600798294776857,0.1653106784314344
WALMART PHARMACY #1854 (KS),retailer,3956.0,0.0,11,0,14,0.0,0.0004600635985626889,0.1653066971097298
HOMETOWN PHARMACY #7249 (UT),retailer,4005.0,0.0,11,0,14,0.0,0.00046000700346550486,0.1652928147568965
PUBLIX PHARMACY #6448 (NE),retailer,3597.0,0.0,11,0,12,0.0,0.00045997261472005877,0.1652843794555801
QUALITY CARE PHARMACY #3676 (TX),retailer,3680.0,0.0,11,0,13,0.0,0.000459958481369078,0.16528091265059533
WALGREENS #1233 (SC),retailer,3371.0,0.0,11,0,16,0.0,0.00045985434289895873,0.1652553682649922
WINN-DIXIE PHARMACY #6694 (NV),retailer,3306.0,0.0,11,0,12,0.0,0.00045982681870375354,0.1652486167863606
WALMART PHARMACY #2368 (DE),retailer,2195.0,0.0,11,0,11,0.0,0.000459515798885862,0.16517232595791514
TUG VALLEY PHARMACY #1 (WV),retailer,2665403.0,0.0,1,0,80,0.0,0.0010674513092719753,0.16429434668800943
WALGREENS #4309 (VT),retailer,59935.0,0.0,10,0,12,0.0,0.00047705871628692445,0.15447547201202613
COMMUNITY PHARMACY #5405 (TX),retailer,51102.0,0.0,10,0,11,0.0,0.00047448651727266116,0.1538445308872611
KROGER PHARMACY #8403 (NV),retailer,44810.0,0.0,10,0,15,0.0,0.0004739800295970848,0.15372029325948203
VILLAGE PHARMACY #8587 (CT),retailer,46495.0,0.0,10,0,13,0.0,0.0004739042531678144,0.1537017058697624
WALMART PHARMACY #4214 (AR),retailer,45726.0,0.0,10,0,14,0.0,0.00047300656837605655,0.1534815105236576
PUBLIX PHARMACY #5706 (MT),retailer,44752.0,0.0,10,0,16,0.0,0.0004727809762971589,0.15342617447881485
COMMUNITY PHARMACY #9318 (AL),retailer,33134.0,0.0,10,0,13,0.0,0.00046948366752133213,0.15261736936840875
COMMUNITY PHARMACY #9484 (NV),retailer,31405.0,0.0,10,0,13,0.0,0.0004693835775243023,0.15259281804288785
PEOPLES PHARMACY #1524 (OK),retailer,32866.0,0.0,10,0,15,0.0,0.00046915900896715224,0.1525377330602526
CVS PHARMACY #9580 (KS),retailer,30524.0,0.0,10,0,15,0.0,0.00046905096124859655,0.1525112297653303
SUNRISE PHARMACY #5334 (AL),retailer,30414.0,0.0,10,0,18,0.0,0.0004688913447409407,0.15247207703324658
WINN-DIXIE PHARMACY #9226 (CT),retailer,29033.0,0.0,10,0,17,0.0,0.0004687847447825193,0.15244592886302596
COMMUNITY PHARMACY #4854 (WY),retailer,29734.0,0.0,10,0,11,0.0,0.00046831182259615955,0.15232992459798522
MEDICO PHARMACY #2352 (OK),retailer,29575.0,0.0,10,0,18,0.0,0.0004681878926818286,0.1522995255195677
CORNER DRUG STORE #6823 (NY),retailer,29773.0,0.0,10,0,14,0.0,0.0004679782270676138,0.15224809611705117
PUBLIX PHARMACY #9124 (DE),retailer,27714.0,0.0,10,0,16,0.0,0.00046793660354214537,0.1522378861784616
HARRIS TEETER PHARMACY #8332 (SD),retailer,25838.0,0.0,10,0,13,0.0,0.0004675436076513247,0.15214148723420906
CORNER DRUG STORE #4270 (SC),retailer,25145.0,0.0,10,0,13,0.0,0.00046729491000086886,0.1520804835659723
GOOD NEIGHBOR PHARMACY #5060 (NH),retailer,24311.0,0.0,10,0,17,0.0,0.0004672898890853819,0.15207925197306402
GOOD NEIGHBOR PHARMACY #1814 (OR),retailer,25255.0,0.0,10,0,11,0.0,0.00046728581865807385,0.15207825352777662
GOOD NEIGHBOR PHARMACY #2848 (MT),retailer,27280.0,0.0,10,0,11,0.0,0.0004672780053436293,0.1520763369803491
RITE AID #2593 (ID),retailer,26835.0,0.0,10,0,16,0.0,0.0004671272597905378,0.1520393602268812
VILLAGE PHARMACY #4087 (DE),retailer,26576.0,0.0,10,0,17,0.0,0.0004670951082178599,0.15203147368726436
MEDICO PHARMACY #4659 (ID),retailer,24586.0,0.0,10,0,13,0.0,0.0004666701996873761,0.15192724681187134
WALMART PHARMACY #5220 (ME),retailer,25417.0,0.0,10,0,17,0.0,0.00046660936272330467,0.15191232396090776
CORNER DRUG STORE #1763 (DE),retailer,24353.0,0.0,10,0,13,0.0,0.00046652554753408244,0.15189176472366872
VILLAGE PHARMACY #3051 (SD),retailer,25221.0,0.0,10,0,15,0.0,0.0004664964652624259,0.15188463106057035
CORNER DRUG STORE #1891 (MT),retailer,25280.0,0.0,10,0,14,0.0,0.0004664846745625279,0.1518817388903245
WALMART PHARMACY #4965 (SC),retailer,24648.0,0.0,10,0,14,0.0,0.00046648092910410904,0.15188082015746812
SUNRISE PHARMACY #7916 (MT),retailer,24584.0,0.0,10,0,12,0.0,0.0004664797422620935,0.15188052903402394
WALMART PHARMACY #2370 (MA),retailer,24397.0,0.0,10,0,14,0.0,0.00046645959736249786,0.15187558764125508
GOOD NEIGHBOR PHARMACY #4482 (NJ),retailer,24374.0,0.0,10,0,11,0.0,0.00046645237470405415,0.15187381597731422
VILLAGE PHARMACY #1009 (NE),retailer,23905.0,0.0,10,0,15,0.0,0.00046628543473687653,0.1518328668555413
CORNER DRUG STORE #8986 (WY),retailer,24185.0,0.0,10,0,15,0.0,0.00046620190574107645,0.15181237781940204
QUALITY CARE PHARMACY #1048 (SD),retailer,23515.0,0.0,10,0,12,0.0,0.0004661428967077591,0.15179790334614157
FAMILY CARE PHARMACY #6878 (OR),retailer,23775.0,0.0,10,0,12,0.0,0.0004660760030608752,0.15178149483631379
QUALITY CARE PHARMACY #3035 (NY),retailer,19429.0,0.0,10,0,15,0.0,0.0004654360935434682,0.15162452983149816
MAIN STREET PHARMACY #1903 (WA),retailer,215264.0,0.0,9,0,12,0.0,0.0005260489803330892,0.15149241631934846
MEDICO PHARMACY #1437 (VT),retailer,19212.0,0.0,10,0,14,0.0,0.0004648575267317351,0.15148261173226774
HOMETOWN PHARMACY #2773 (SD),retailer,16147.0,0.0,10,0,14,0.0,0.0004638733155003424,0.1512411920995341
COMMUNITY PHARMACY #4270 (AR),retailer,14273.0,0.0,10,0,17,0.0,0.00046364666316271345,0.15118559598117728
PEOPLES PHARMACY #1737 (CA),retailer,14912.0,0.0,10,0,14,0.0,0.000463467553271413,0.15114166166830065
PUBLIX PHARMACY #6482 (ND),retailer,13854.0,0.0,10,0,15,0.0,0.0004632195367257103,0.15108082506995102
WALGREENS #4391 (MD),retailer,12919.0,0.0,10,0,14,0.0,0.00046285641125061135,0.15099175311462437
WALMART PHARMACY #4463 (AK),retailer,12941.0,0.0,10,0,13,0.0,0.00046282811097501713,0.15098481126929453
PEOPLES PHARMACY #3116 (WI),retailer,11728.0,0.0,10,0,15,0.0,0.00046281188330876764,0.15098083074448326
PEOPLES PHARMACY #9674 (KS),retailer,15092.0,0.0,10,0,18,0.0,0.0004628031222387413,0.15097868171972045
PUBLIX PHARMACY #4858 (OR),retailer,11945.0,0.0,10,0,17,0.0,0.0004627718315999455,0.15097100636072724
FAMILY CARE PHARMACY #1786 (OR),retailer,12232.0,0.0,10,0,16,0.0,0.00046276681874479704,0.15096977674495954
CVS PHARMACY #8062 (AR),retailer,12347.0,0.0,10,0,13,0.0,0.00046269276526443863,0.1509516119816846
PEOPLES PHARMACY #2825 (IA),retailer,11459.0,0.0,10,0,11,0.0,0.0004626612617436377,0.15094388440433232
HARRIS TEETER PHARMACY #2883 (ME),retailer,11271.0,0.0,10,0,19,0.0,0.0004624922289535653,0.15090242192880104
PEOPLES PHARMACY #4186 (SD),retailer,13835.0,0.0,10,0,13,0.0,0.00046228208969570486,0.1508508763450509
MEDICO PHARMACY #5913 (MO),retailer,10379.0,0.0,10,0,15,0.0,0.00046226194378276944,0.15084593470371738
PEOPLES PHARMACY #5481 (AK),retailer,10403.0,0.0,10,0,13,0.0,0.00046222045219312046,0.1508357571279947
HARRIS TEETER PHARMACY #3290 (NE),retailer,11443.0,0.0,10,0,17,0.0,0.0004621698207235781,0.15082333760829023
CORNER DRUG STORE #4372 (CT),retailer,10426.0,0.0,10,0,11,0.0,0.0004621373551597102,0.15081537404898965
SUNRISE PHARMACY #5169 (MA),retailer,10620.0,0.0,10,0,14,0.0,0.0004621239031852,0.15081207438054225
WINN-DIXIE PHARMACY #8011 (OR),retailer,10818.0,0.0,10,0,13,0.0,0.00046206434539779927,0.1507974653020212
VILLAGE PHARMACY #3378 (MN),retailer,9850.0,0.0,10,0,11,0.0,0.00046203220229161914,0.15078958083917277
WALMART PHARMACY #8430 (SD),retailer,9890.0,0.0,10,0,21,0.0,0.0004619447111966994,0.1507681199298382
WALGREENS #1285 (WI),retailer,9458.0,0.0,10,0,20,0.0,0.00046193674460477376,0.15076616578459429
WALGREENS #9451 (NE),retailer,9614.0,0.0,10,0,18,0.0,0.00046184572636791873,0.15074383969379923
HEALTH MART PHARMACY #5939 (KS),retailer,9485.0,0.0,10,0,15,0.0,0.00046183965801960996,0.15074235117347629
MAIN STREET PHARMACY #8003 (OR),retailer,9208.0,0.0,10,0,11,0.0,0.0004618109632572183,0.15073531256349398
VILLAGE PHARMACY #2001 (NY),retailer,8911.0,0.0,10,0,14,0.0,0.0004617519114479026,0.15072082759760197
PUBLIX PHARMACY #4560 (NM),retailer,9133.0,0.0,10,0,14,0.0,0.0004617441361333892,0.15071892037127257
PUBLIX PHARMACY #2003 (NM),retailer,9338.0,0.0,10,0,12,0.0,0.0004617351182541719,0.15071670835314147
HARRIS TEETER PHARMACY #5008 (MA),retailer,8924.0,0.0,10,0,16,0.0,0.0004616765157088437,0.15070233358833576
WALGREENS #3924 (NV),retailer,9097.0,0.0,10,0,18,0.0,0.00046166011325765984,0.1506983101900911
SUNRISE PHARMACY #9849 (CO),retailer,9088.0,0.0,10,0,10,0.0,0.0004616383344809283,0.15069296801951615
SUNRISE PHARMACY #4355 (NH),retailer,8925.0,0.0,10,0,15,0.0,0.0004615860479024891,0.1506801425140138
HOMETOWN PHARMACY #4970 (CA),retailer,8516.0,0.0,10,0,14,0.0,0.00046158587871794924,0.15068010101431517
RITE AID #6947 (MT),retailer,8240.0,0.0,10,0,14,0.0,0.00046158557519836483,0.15068002656323776
SUNRISE PHARMACY #1077 (SC),retailer,8345.0,0.0,10,0,16,0.0,0.0004615664433432081,0.15067533366267116
FAMILY CARE PHARMACY #1129 (MS),retailer,8863.0,0.0,10,0,16,0.0,0.000461526551301879,0.15066554844415356
MEDICO PHARMACY #2698 (GA),retailer,8564.0,0.0,10,0,12,0.0,0.000461515261125992,0.1506627790486933
WALGREENS #1607 (WY),retailer,8927.0,0.0,10,0,12,0.0,0.0004615058192569199,0.15066046302903108
VILLAGE PHARMACY #5653 (NH),retailer,8125.0,0.0,10,0,14,0.0,0.0004614729294646686,0.15065239540969008
KROGER PHARMACY #6846 (SC),retailer,8727.0,0.0,10,0,12,0.0,0.0004614545563682341,0.15064788862694678
PUBLIX PHARMACY #4667 (DE),retailer,8942.0,0.0,10,0,12,0.0,0.00046144435903808,0.15064538729834767
HOMETOWN PHARMACY #3088 (ID),retailer,7916.0,0.0,10,0,13,0.0,0.00046143923496301493,0.15064413040116864
FAMILY CARE PHARMACY #8561 (NM),retailer,8892.0,0.0,10,0,13,0.0,0.00046142616375640034,0.15064092413223
HOMETOWN PHARMACY #1995 (NJ),retailer,8052.0,0.0,10,0,17,0.0,0.0004613717587671235,0.15062757899643886
RITE AID #9137 (GA),retailer,8020.0,0.0,10,0,11,0.0,0.0004613639575881067,0.15062566542574077
HARRIS TEETER PHARMACY #9591 (MS),retailer,8383.0,0.0,10,0,13,0.0,0.00046129706237677524,0.15060925653216573
RITE AID #6336 (NE),retailer,7746.0,0.0,10,0,14,0.0,0.0004612877793600823,0.15060697947780058
RITE AID #7013 (SD),retailer,8024.0,0.0,10,0,14,0.0,0.0004612855827139486,0.15060644065698048
CVS PHARMACY #9367 (CO),retailer,7862.0,0.0,10,0,14,0.0,0.0004612851980533921,0.15060634630263123
COMMUNITY PHARMACY #7046 (MA),retailer,7801.0,0.0,10,0,19,0.0,0.00046127030863007257,0.15060269403877286
